epoch,value
0,1.0
1,0.9692618
2,0.97197837
3,0.9486691
4,0.90388703
0,1.0
1,0.9692618
2,0.97197837
3,0.9486691
4,0.90388703
0,1.0
1,0.9692618
2,0.97197837
3,0.9486691
4,0.90388703
0,0.85939705
1,0.86099964
2,0.8297202
3,0.8078026
4,0.78438956
