epoch,value
0,0.9522996
1,0.9873285
2,0.95626974
3,0.94293386
0,0.9522996
1,0.9873285
2,0.95626974
3,0.94293386
0,0.9522996
1,0.9873285
2,0.95626974
3,0.94293386
