epoch,value
0,0.99999994
1,0.957593
2,0.961002
3,0.9627922
4,0.93644744
0,0.99999994
1,0.957593
2,0.961002
3,0.9627922
4,0.93644744
0,0.99999994
1,0.957593
2,0.961002
3,0.9627922
4,0.93644744
0,0.89719176
1,0.84215516
2,0.8357969
3,0.84298915
4,0.81059813
