epoch,value
0,1.0
1,0.9692618
2,0.97197837
3,0.9486691
4,0.90388703
0,1.0
1,0.99070203
2,0.95867825
3,0.9093284
4,0.92772245
0,1.0
1,0.99070203
2,0.95867825
3,0.9093284
4,0.92772245
