epoch,value
0,0.99999994
1,0.9667195
2,0.97209823
3,0.94853187
4,0.90857184
0,1.0000001
1,0.950959
2,0.9499164
3,0.9171399
4,0.9239475
0,1.0000001
1,0.950959
2,0.9499164
3,0.9171399
4,0.9239475
