epoch,value
0,0.97941303
1,0.9953915
2,0.9897712
3,0.98168075
0,0.9986592
1,0.9994184
2,0.9978466
3,0.9899006
0,0.9986592
1,0.9994184
2,0.9978466
3,0.9899006
